ItemId,SeriesId,IsCollection
77988,,1
77705,,1
77991,,1
77992,,1
77994,,1
77716,,1
77730,,1
77732,,1
77998,,1
77999,,1
78000,,1
79933,,1
79936,,1
79937,,1
79938,,1
78334,,1
78335,,1
47981,,1
46982,,1
47000,,1
47985,,1
47014,,1
47987,,1
47988,,1
47015,,1
47990,,1
79943,,1
79944,,1
79948,,1
78584,,1
79949,,1
79951,,1
79952,,1
78590,,1
78591,,1
78592,,1
79953,,1
79956,,1
78599,,1
79957,,1
78608,,1
78623,,1
79958,,1
79959,,1
78629,,1
78636,,1
79960,,1
79962,,1
79963,,1
79964,,1
79966,,1
78637,,1
78641,,1
79967,,1
79968,,1
79969,,1
79970,,1
79976,,1
79000,,1
79006,,1
79007,,1
79980,,1
79057,,1
79061,,1
79063,,1
79984,,1
79986,,1
79987,,1
79991,,1
79136,,1
79140,,1
79993,,1
79994,,1
79728,,1
79996,,1
79999,,1
79890,,1
80000,,1
80025,,1
80004,,1
80005,,1
80026,,1
80008,,1
80033,,1
80017,,1
80019,,1
81932,,1
81934,,1
80262,,1
81937,,1
81938,,1
81940,,1
82000,,1
81945,,1
81946,,1
81947,,1
81950,,1
80343,,1
80345,,1
80355,,1
80368,,1
81955,,1
81957,,1
81963,,1
80409,,1
81139,,1
81141,,1
81176,,1
81188,,1
81214,,1
81977,,1
81221,,1
81222,,1
81224,,1
81981,,1
81982,,1
81983,,1
81985,,1
81987,,1
81994,,1
81995,,1
81476,,1
81478,,1
81479,,1
81480,,1
83926,,1
82019,,1
83928,,1
82155,,1
82156,,1
82161,,1
82162,,1
82164,,1
82165,,1
83930,,1
83935,,1
82187,,1
82231,,1
82232,,1
82233,,1
83941,,1
83942,,1
82248,,1
82249,,1
83943,,1
83965,,1
83966,,1
83971,,1
83972,,1
83973,,1
83974,,1
83978,,1
83990,,1
83582,,1
83741,,1
83767,,1
84021,,1
85945,,1
85947,,1
85950,,1
83945,,1
83946,,1
82479,,1
83949,,1
83950,,1
82538,,1
83955,,1
83956,,1
83962,,1
93118,,1
93120,,1
93186,,1
93965,,1
93345,,1
93983,,1
93984,,1
93986,,1
93987,,1
93989,,1
93667,,1
93990,,1
93992,,1
95822,,1
95824,,1
95995,,1
93730,,1
93731,,1
93743,,1
93744,,1
93745,,1
93748,,1
93751,,1
93752,,1
93773,,1
94002,,1
94004,,1
94005,,1
94009,,1
94010,,1
94012,,1
94014,,1
94015,,1
95945,,1
95946,,1
95341,,1
95342,,1
95958,,1
95959,,1
95960,,1
95961,,1
95965,,1
95966,,1
95630,,1
95652,,1
95653,,1
95655,,1
95670,,1
95975,,1
95978,,1
95982,,1
95984,,1
95989,,1
95990,,1
95993,,1
95997,,1
97920,,1
96043,,1
97924,,1
97925,,1
96073,,1
96074,,1
96075,,1
97928,,1
96082,,1
96707,,1
97938,,1
96744,,1
96745,,1
97944,,1
96790,,1
96794,,1
97946,,1
96802,,1
96807,,1
96814,,1
97948,,1
96815,,1
96826,,1
96855,,1
96832,,1
96861,,1
96936,,1
97011,,1
97012,,1
97027,,1
97042,,1
97044,,1
97956,,1
97961,,1
97962,,1
97964,,1
97089,,1
97967,,1
97970,,1
97187,,1
97188,,1
97974,,1
97977,,1
97978,,1
97988,,1
97989,,1
97990,,1
97991,,1
97365,,1
97404,,1
97992,,1
97422,,1
97424,,1
97622,,1
98012,,1
98040,,1
98057,,1
98060,,1
