S12585      13 vols     6 state chapters  LADDER  c28-c50 over 6 volumes                                       My Love Story!!
S12586       3 vols     0 state chapters  NO      nothing ranged                                               My Name Is Shingo
S12587       8 vols     8 state chapters  LADDER  c1-c107 over 8 volumes                                       My Neighbor Seki
S12591       1 vols     1 state chapters  LADDER  single volume                                                My Pink is Overflowing
S12594       2 vols     2 state chapters  LADDER  c1-c24 over 2 volumes                                        My Diary
S12605       6 vols     6 state chapters  LADDER  c0-c92 over 6 volumes                                        Mysterious Girlfriend X
S12667      21 vols     0 state chapters  NO      nothing ranged                                               Nana
S12716      74 vols     2 state chapters  NO      volume order and chapter order disagree, first at Naruto - K Naruto
S12735       7 vols     0 state chapters  NO      nothing ranged                                               Nausicaa
S12737       1 vols     0 state chapters  NO      nothing ranged                                               Nausicaa of the Valley of the Wind
S12757       2 vols     2 state chapters  LADDER  c1-c17 over 2 volumes                                        Neighborhood Story
S12766       5 vols     5 state chapters  LADDER  c1-c29 over 5 volumes                                        Nekogahara
S12778       2 vols     2 state chapters  LADDER  c1-c28 over 2 volumes                                        Neon Genesis Evangelion - Legend of the 
S12779       5 vols     0 state chapters  NO      nothing ranged                                               Neon Genesis Evangelion Omni
S12819       8 vols     0 state chapters  NO      nothing ranged                                               New Lone Wolf and Cub
S12878       2 vols     2 state chapters  LADDER  c1-c16 over 2 volumes                                        New York, New York
S12903      10 vols     0 state chapters  NO      nothing ranged                                               Nichijou
S13009       1 vols     0 state chapters  NO      nothing ranged                                               No Game, No Life
S13011       8 vols     7 state chapters  LADDER  c1-c44 over 7 volumes                                        No Guns Life
S13015       5 vols     1 state chapters  LADDER  single volume                                                No Longer Human
S13025       3 vols     3 state chapters  LADDER  c2-c16 over 3 volumes                                        No.5
S13040      25 vols     0 state chapters  NO      nothing ranged                                               Nodame Cantabile
S13103       6 vols     6 state chapters  LADDER  c1-c35 over 6 volumes                                        Nurse Hitomi's Monster Infirmary
S13110       1 vols     1 state chapters  LADDER  single volume                                                O Maidens in Your Savage Season
S13158       1 vols     0 state chapters  NO      nothing ranged                                               Odoronbaa
S13181      48 vols     0 state chapters  NO      nothing ranged                                               Oh My Goddess!
S13193       2 vols     2 state chapters  LADDER  c1-c28 over 2 volumes                                        Ojojojo
S13197       8 vols     0 state chapters  NO      nothing ranged                                               Old Boy
S13245     104 vols    20 state chapters  LADDER  c1-c1035 over 20 volumes                                     One Piece
S13253      29 vols    29 state chapters  LADDER  c1-c150 over 29 volumes                                      One-Punch Man
S13412       4 vols     4 state chapters  LADDER  c1-c32 over 4 volumes                                        Orient
S13431       4 vols     4 state chapters  LADDER  c1-c9 over 4 volumes                                         Orochi - The Perfect Edition
S13455       3 vols     3 state chapters  LADDER  c1-c16 over 3 volumes                                        Our Precious Conversations
S13520       6 vols     0 state chapters  NO      nothing ranged                                               PTSD Radio
S13540      13 vols    13 state chapters  LADDER  c1-c50 over 13 volumes                                       Pandora in the Crimson Shell - Ghost Urn
S13577       8 vols     8 state chapters  LADDER  c1-c64 over 8 volumes                                        Parasyte
S13578       8 vols     8 state chapters  LADDER  c1-c64 over 8 volumes                                        Parasyte Full Color Collection
S13595       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Bad Blood
S13596       2 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Battle for Power 
S13597       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Battle of One Hun
S13598       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Center of the Wor
S13599       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Comparison of a M
S13600       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Hateful Burden
S13601       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Hikuma Castle
S13602       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Life's Greatest D
S13603       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - One Who Rules the
S13604       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Sand and Flower
S13605       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Serving in the Da
S13606       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Shinobi with Exte
S13607       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - The Man Who Alter
S13608       1 vols     0 state chapters  NO      nothing ranged                                               Path of the Assassin - Three Foot Battle
S13638      10 vols    10 state chapters  LADDER  c1-c40 over 10 volumes                                       Peach Girl
S13829       2 vols     2 state chapters  LADDER  c1-c55 over 2 volumes                                        Ping Pong
S13909       4 vols     4 state chapters  LADDER  c1-c86 over 4 volumes                                        Please Tell Me! Galko-chan
S13911       9 vols     9 state chapters  LADDER  c1-c71 over 9 volumes                                        Plunderer
S13914       8 vols     8 state chapters  LADDER  c1-c65 over 8 volumes                                        Pluto - Urasawa x Tezuka
S13932       7 vols     0 state chapters  NO      nothing ranged                                               Pokémon Adventures
S13933       1 vols     1 state chapters  LADDER  single volume                                                Pokémon Journeys
S13937       4 vols     4 state chapters  LADDER  c1-c100 over 4 volumes                                       Polar Bear Café
S13941       3 vols     3 state chapters  LADDER  c1-c10 over 3 volumes                                        Pompo - The Cinéphile
S14088       2 vols     2 state chapters  LADDER  c1-c8 over 2 volumes                                         Primitive Boyfriend
S14103       2 vols     0 state chapters  NO      nothing ranged                                               Princess Knight
S14275       1 vols     1 state chapters  LADDER  single volume                                                Queen Bee
S14314       1 vols     0 state chapters  NO      nothing ranged                                               RG Veda
S14333       3 vols     3 state chapters  LADDER  c1-c19 over 3 volumes                                        RWBY : the Official Manga, Vol. 1
S14334       4 vols     4 state chapters  LADDER  c1-c75 over 4 volumes                                        RWBY Official Manga Anthology
S14366       2 vols     2 state chapters  LADDER  c1-c18 over 2 volumes                                        Rainbow and Black
S14385      38 vols     0 state chapters  NO      nothing ranged                                               Ranma ½
S14393       1 vols     1 state chapters  LADDER  single volume                                                Rascal Does Not Dream of Bunny Girl Senp
S14422       8 vols     0 state chapters  NO      nothing ranged                                               Real Account
S14423      12 vols    12 state chapters  NO      v[41086] c9-12 overlaps v[41087] c12-15                      Real Girl
S14579      20 vols    20 state chapters  NO      volume order and chapter order disagree, first at Rent-A-Gir Rent-a-Girlfriend
S14761       6 vols     6 state chapters  LADDER  c1-c62 over 6 volumes                                        Robot × Laserbeam
S14833      10 vols     0 state chapters  NO      nothing ranged                                               Rosario+Vampire
S14834      14 vols     0 state chapters  NO      nothing ranged                                               Rosario+Vampire Season
S14884      28 vols    28 state chapters  LADDER  c1-c255 over 28 volumes                                      Rurouni Kenshin: Meiji Kenkaku Romantan
S14885       2 vols     2 state chapters  LADDER  c1-c10 over 2 volumes                                        Rurouni Kenshin - Restoration
S14917       4 vols     4 state chapters  LADDER  c1-c60 over 4 volumes                                        SPRIGGAN
S14971       8 vols     0 state chapters  NO      nothing ranged                                               Sailor Moon Eternal Edition
S14977      12 vols    12 state chapters  LADDER  c1-c106 over 12 volumes                                      Sakamoto Days
S15004       5 vols     5 state chapters  LADDER  c1-c43 over 5 volumes                                        Samurai
S15047      11 vols     0 state chapters  NO      nothing ranged                                               Sankarea - Undying Love
S15061       2 vols     0 state chapters  NO      nothing ranged                                               Sasameke
S15074       7 vols     0 state chapters  NO      nothing ranged                                               Saturn Apartments
S15156       1 vols     1 state chapters  LADDER  single volume                                                School Zone Girls
S15231       4 vols     0 state chapters  NO      nothing ranged                                               Secret
S15318       7 vols     3 state chapters  LADDER  c1-c111 over 3 volumes                                       Seeds of Anxiety+
S15458      54 vols    54 state chapters  NO      volume order and chapter order disagree, first at Shaman Kin Shaman King
S15475      17 vols    17 state chapters  LADDER  c1-c165 over 17 volumes                                      Shangri-La Frontier
S15547       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro. Kitaro meets Nu
S15548       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro - Kitaro and the
S15549       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro - Kitaro the Vam
S15550       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro. Kitaro's strang
S15551       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro - Kitaro's Yokai
S15552       1 vols     0 state chapters  NO      nothing ranged                                               Shigeru Mizuki's Kitaro - The Birth of K
S15570       1 vols     0 state chapters  NO      nothing ranged                                               Showa 1926- 1939 : A History of Japan
S15571       1 vols     0 state chapters  NO      nothing ranged                                               Showa 1939- 1944 : A History of Japan
S15572       1 vols     0 state chapters  NO      nothing ranged                                               Showa 1944 - 1953 : A History of Japan
S15573       1 vols     0 state chapters  NO      nothing ranged                                               Showa 1953-1989 : A History of Japan
S15592       2 vols     2 state chapters  LADDER  c1-c15 over 2 volumes                                        Shy
S15631      15 vols    15 state chapters  LADDER  c1-c131 over 15 volumes                                      Silver spoon
S15671       4 vols     0 state chapters  NO      nothing ranged                                               Since I Could Die Tomorrow
S15718       4 vols     4 state chapters  LADDER  c1-c20 over 4 volumes                                        Sketchy
S15735       4 vols     4 state chapters  LADDER  c1-c24 over 4 volumes                                        Skull-face Bookseller Honda-san
S15755      31 vols    30 state chapters  LADDER  c1-c276 over 30 volumes                                      Slam Dunk
S15795       2 vols     2 state chapters  LADDER  c1-c14 over 2 volumes                                        Smile Down the Runway
S15830       2 vols     2 state chapters  LADDER  c1-c10 over 2 volumes                                        Snowball Earth
S15928      25 vols     0 state chapters  NO      nothing ranged                                               Soul Eater
S15929       5 vols     3 state chapters  LADDER  c1-c16 over 3 volumes                                        Soul Eater NOT!
S15949      43 vols    43 state chapters  LADDER  c1-c403 over 43 volumes                                      Space Brothers
S16021       2 vols     0 state chapters  NO      nothing ranged                                               Speed Racer - Mach Go Go Go
S16030      12 vols     0 state chapters  NO      nothing ranged                                               Spice And Wolf 1
S16339      11 vols    11 state chapters  LADDER  c1-c75 over 11 volumes                                       Spy X Family
S16493       4 vols     0 state chapters  NO      nothing ranged                                               Star Wars - A New Hope
S16571       5 vols     0 state chapters  NO      nothing ranged                                               Star Wars - Return of the Jedi
S16594       4 vols     0 state chapters  NO      nothing ranged                                               Star Wars - The Empire Strikes Back
S16610       2 vols     2 state chapters  NO      v[45380] c1-4 overlaps v[103995] c1-4                        Star Wars: The Mandalorian: The Manga
S16613       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: The Phantom Menace
S16747       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: The Mandalorian v02
S16758       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: Visions - The Manga Anthology
S15592       2 vols     2 state chapters  LADDER  c1-c15 over 2 volumes                                        Shy
S15631      15 vols    15 state chapters  LADDER  c1-c131 over 15 volumes                                      Silver spoon
S15671       4 vols     0 state chapters  NO      nothing ranged                                               Since I Could Die Tomorrow
S15718       4 vols     4 state chapters  LADDER  c1-c20 over 4 volumes                                        Sketchy
S15735       4 vols     4 state chapters  LADDER  c1-c24 over 4 volumes                                        Skull-face Bookseller Honda-san
S15755      31 vols    30 state chapters  LADDER  c1-c276 over 30 volumes                                      Slam Dunk
S15795       2 vols     2 state chapters  LADDER  c1-c14 over 2 volumes                                        Smile Down the Runway
S15830       2 vols     2 state chapters  LADDER  c1-c10 over 2 volumes                                        Snowball Earth
S15928      25 vols     0 state chapters  NO      nothing ranged                                               Soul Eater
S15929       5 vols     3 state chapters  LADDER  c1-c16 over 3 volumes                                        Soul Eater NOT!
S15949      43 vols    43 state chapters  LADDER  c1-c403 over 43 volumes                                      Space Brothers
S16021       2 vols     0 state chapters  NO      nothing ranged                                               Speed Racer - Mach Go Go Go
S16030      12 vols     0 state chapters  NO      nothing ranged                                               Spice And Wolf 1
S16339      11 vols    11 state chapters  LADDER  c1-c75 over 11 volumes                                       Spy X Family
S16493       4 vols     0 state chapters  NO      nothing ranged                                               Star Wars - A New Hope
S16571       5 vols     0 state chapters  NO      nothing ranged                                               Star Wars - Return of the Jedi
S16594       4 vols     0 state chapters  NO      nothing ranged                                               Star Wars - The Empire Strikes Back
S16610       2 vols     2 state chapters  NO      v[45380] c1-4 overlaps v[103995] c1-4                        Star Wars: The Mandalorian: The Manga
S16613       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: The Phantom Menace
S16747       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: The Mandalorian v02
S16758       1 vols     0 state chapters  NO      nothing ranged                                               Star Wars: Visions - The Manga Anthology
S16837       1 vols     1 state chapters  LADDER  single volume                                                Stellar Witch LIP☆S
S16862      17 vols    17 state chapters  LADDER  c1-c158 over 17 volumes                                      Stone Ocean
S16939       3 vols     0 state chapters  NO      nothing ranged                                               Stravaganza: Isai no Hime
S17049       3 vols     0 state chapters  NO      nothing ranged                                               Suki - A Like Story
S17054       1 vols     1 state chapters  LADDER  single volume                                                Summer Wars
S17058       5 vols     4 state chapters  LADDER  c9-c47 over 4 volumes                                        The Summit Of The Gods
S17075       6 vols     6 state chapters  LADDER  c1-c37 over 6 volumes                                        Sunny
S17373      18 vols    18 state chapters  LADDER  c0-c166 over 18 volumes                                      Suzuka
S17394      11 vols    11 state chapters  LADDER  c1-c97 over 11 volumes                                       Sweat and Soap
S17410       3 vols     2 state chapters  LADDER  c1-c16 over 2 volumes                                        Sword Art Online - Kiss and Fly
S17411       4 vols     4 state chapters  LADDER  c1-c20 over 4 volumes                                        Sword Art Online: Phantom Bullet
S17412       5 vols     5 state chapters  LADDER  c1-c30 over 5 volumes                                        Sword Art Online: Project Alicization
S17413       3 vols     3 state chapters  LADDER  c1-c15 over 3 volumes                                        Sword Art Online Alternative Gun Gale On
S17414       7 vols     0 state chapters  NO      nothing ranged                                               Sword Art Online: Progressive
S17415       2 vols     2 state chapters  LADDER  c1-c10 over 2 volumes                                        Sword Art Online: Progressive - Canon of
S17416       3 vols     3 state chapters  LADDER  c0-c19 over 3 volumes                                        Sword Art Online: Progressive - Scherzo 
S17417       2 vols     2 state chapters  LADDER  c1-c17 over 2 volumes                                        Sword Art Online: Progressive Barcarolle
S17418       1 vols     1 state chapters  LADDER  single volume                                                Sword Art Online: Re:Aincrad
S17420       1 vols     0 state chapters  NO      nothing ranged                                               Sword Art Online: Hollow Realization
S17453       1 vols     1 state chapters  LADDER  single volume                                                TEKKONKINKREET - Black and White
S17486       8 vols     0 state chapters  NO      nothing ranged                                               Takemitsu Zamurai
S17489       1 vols     1 state chapters  LADDER  single volume                                                Original Sin
S17491       6 vols     6 state chapters  LADDER  c1-c46 over 6 volumes                                        Talentless Nana
S17616       4 vols     0 state chapters  NO      nothing ranged                                               Tanpopo Collection
S17858       8 vols     8 state chapters  LADDER  c1-c38 over 8 volumes                                        That Blue Summer
S17862      21 vols    21 state chapters  NO      volume order and chapter order disagree, first at That Time  That Time I Got Reincarnated As a Slime
S17864       7 vols     7 state chapters  LADDER  c1-c40 over 7 volumes                                        That Time I Got Reincarnated as a Slime 
S17865       7 vols     7 state chapters  LADDER  c1-c32 over 7 volumes                                        That Time I Got Reincarnated as a Slime 
S17866       2 vols     2 state chapters  LADDER  c1-c19 over 2 volumes                                        That Time I Got Reincarnated as a Workah
S17957      19 vols    19 state chapters  LADDER  c1-c95 over 19 volumes                                       The Ancient Magus' Bride
S17958       3 vols     3 state chapters  LADDER  c0-c14 over 3 volumes                                        The Ancient Magus' Bride - Jack Flash an
S17959       8 vols     8 state chapters  LADDER  c1-c40 over 8 volumes                                        The Ancient Magus' Bride - Wizard's Blue
S18084       1 vols     1 state chapters  LADDER  single volume                                                The Best of Attack on Titan - In Color
S18191       3 vols     0 state chapters  NO      nothing ranged                                               Cain Saga
S18192       2 vols     0 state chapters  NO      nothing ranged                                               The Cain Saga Part
S18199       8 vols     8 state chapters  LADDER  c1-c46 over 8 volumes                                        The Case Study of Vanitas
S18396       3 vols     3 state chapters  LADDER  c1-c19 over 3 volumes                                        The Decagon House Murders
S18415      11 vols    11 state chapters  LADDER  c1-c54 over 11 volumes                                       The Devil Is a Part-Timer!
S18452      11 vols     0 state chapters  NO      nothing ranged                                               The Drifting Classroom
S18453       3 vols     3 state chapters  LADDER  c1-c42 over 3 volumes                                        The Drifting Classroom Perfect Edition
S18454      44 vols    44 state chapters  LADDER  c1-c439 over 44 volumes                                      The drops of God
S18516       3 vols     3 state chapters  LADDER  c1-c25 over 3 volumes                                        The Elusive Samurai, Vol. 19
S18517      11 vols    11 state chapters  LADDER  c1-c45 over 11 volumes                                       The Eminence in Shadow
S18619      11 vols     0 state chapters  NO      nothing ranged                                               The Flowers of Evil
S18676      11 vols    11 state chapters  LADDER  c1-c53 over 11 volumes                                       The Girl From the Other Side - Siúil, a 
S18677       1 vols     0 state chapters  NO      nothing ranged                                               The Girl From the Other Side - Siúil, a 
S18683       1 vols     0 state chapters  NO      nothing ranged                                               The Girl Without a Face
S18775      21 vols    18 state chapters  LADDER  c1-c112 over 18 volumes                                      The Heroic Legend of Arslan
S18882       6 vols     6 state chapters  LADDER  c1-c31 over 6 volumes                                        The King of Fighters - A New Beginning
S18892      14 vols     0 state chapters  NO      nothing ranged                                               Kurosagi Corpse Delivery Service
S18917       1 vols     1 state chapters  LADDER  single volume                                                The Last Saiyuki
S18942      11 vols    11 state chapters  LADDER  c1-c58 over 11 volumes                                       The Legend of Zelda - Twilight Princess
S19392      20 vols    20 state chapters  LADDER  c1-c181 over 20 volumes                                      The Promised Neverland
S19419      14 vols    14 state chapters  LADDER  c1-c122 over 14 volumes                                      The Quintessential Quintuplets
S19574      41 vols    36 state chapters  LADDER  c1-c346 over 36 volumes                                      The Seven Deadly Sins
S19575      12 vols    12 state chapters  LADDER  c1-c104 over 12 volumes                                      The Seven Deadly Sins - Four Knights of 
S19577       2 vols     2 state chapters  LADDER  c1-c7 over 2 volumes                                         The Seven Deadly Sins - Seven Days
S19633       5 vols     5 state chapters  LADDER  c1-c45 over 5 volumes                                        The Slime Diaries - That Time I Got Rein
S19704       1 vols     1 state chapters  LADDER  single volume                                                The Summer Hikaru Died, Vol. 1
S19918      11 vols    11 state chapters  LADDER  c1-c99 over 11 volumes                                       The Way of the Househusband
S19950       1 vols     1 state chapters  LADDER  single volume                                                The Witch and the Beast
S19970       5 vols     1 state chapters  LADDER  single volume                                                World is Dancing
S19991       2 vols     2 state chapters  LADDER  c1-c8 over 2 volumes                                         The Writer and His Housekeeper
S20142       1 vols     1 state chapters  LADDER  single volume                                                Those Not-So-Sweet Boys
S20275       8 vols     8 state chapters  LADDER  c1-c74 over 8 volumes                                        To Your Eternity 02
S20276      14 vols    14 state chapters  LADDER  c1-c79 over 14 volumes                                       To the Abandoned Sacred Beasts
S20283       3 vols     2 state chapters  LADDER  c0-c2 over 2 volumes                                         Tokyo Babylon - CLAMP Premium Collection
S20287      14 vols     6 state chapters  LADDER  c80-c143 over 6 volumes                                      Tokyo Ghoul
S20288      15 vols    15 state chapters  LADDER  c1-c164 over 15 volumes                                      Tokyo Ghoul - re
S20289      31 vols    31 state chapters  LADDER  c1-c278 over 31 volumes                                      Tokyo Revengers
S20292       9 vols     0 state chapters  NO      nothing ranged                                               Tokyo Tarareba Girls
S20293       1 vols     0 state chapters  NO      nothing ranged                                               Tokyo Tarareba Girls Returns
S20294       4 vols     0 state chapters  NO      nothing ranged                                               Tokyo Tarareba Girls Returns 2
S20295       2 vols     2 state chapters  LADDER  c1-c16 over 2 volumes                                        Tokyo These Days
S20325       1 vols     1 state chapters  LADDER  single volume                                                Tomie
S20326       8 vols     8 state chapters  LADDER  c1-c51 over 8 volumes                                        Tomo-chan Is a Girl!
S20333      20 vols     3 state chapters  LADDER  c1-c34 over 3 volumes                                        Tomorrow's Joe
S20346      10 vols    10 state chapters  LADDER  c1-c88 over 10 volumes                                       Toradora!
S20511       1 vols     1 state chapters  LADDER  single volume                                                Tsuredure Children
S20532      27 vols    27 state chapters  LADDER  c1-c102 over 27 volumes                                      Twin Star Exorcists
S20656       9 vols     3 state chapters  LADDER  c42-c59 over 3 volumes                                       Ultraman
S20667       1 vols     1 state chapters  LADDER  single volume                                                Umwelt
S20818       1 vols     1 state chapters  LADDER  single volume                                                Until Your Bones Rot
S20844      16 vols    16 state chapters  NO      v[46122] c1-17 overlaps v[46123] c1-19                       Urusei Yatsura
S20846       9 vols     9 state chapters  LADDER  c1-c56 over 9 volumes                                        Usagi Drop
S20859       1 vols     1 state chapters  LADDER  single volume                                                Utsubora - The Story of a Novelist
S20860       1 vols     0 state chapters  NO      nothing ranged                                               Uzumaki
S20872       9 vols     9 state chapters  LADDER  c1-c49 over 9 volumes                                        Val × Love
S20899       6 vols     0 state chapters  NO      nothing ranged                                               Vampire Hunter D
S21091      13 vols    13 state chapters  NO      v[40203] c57-72 overlaps v[40204] c72-86                     Vinland Saga
S21311      10 vols     7 state chapters  LADDER  c1-c56 over 7 volumes                                        Wave, Listen to Me!
S21340       1 vols     1 state chapters  LADDER  single volume                                                We Never Learn
S21370       3 vols     3 state chapters  LADDER  c1-c13 over 3 volumes                                        Weathering with You
S21392      53 vols     0 state chapters  NO      nothing ranged                                               Weekly Shonen Jump
S21419      11 vols    10 state chapters  LADDER  c1-c48 over 10 volumes                                       Welcome to the Ballroom
S21422       8 vols     7 state chapters  LADDER  c6-c40 over 7 volumes                                        Welcome to the N.H.K.
S21549       2 vols     0 state chapters  NO      nothing ranged                                               What a Wonderful World!
S21565       3 vols     0 state chapters  NO      nothing ranged                                               When a Cat Faces West
S21732      11 vols    11 state chapters  LADDER  c1-c62 over 11 volumes                                       Witch Hat Atelier
S21733       5 vols     5 state chapters  LADDER  c1-c49 over 5 volumes                                        Witch Hat Atelier Kitchen
S21750       1 vols     1 state chapters  LADDER  single volume                                                Witches
S21944       1 vols     1 state chapters  LADDER  single volume                                                Wonder
S22037      19 vols    19 state chapters  LADDER  c1-c169 over 19 volumes                                      World Trigger
S22083       4 vols     4 state chapters  LADDER  c0-c61 over 4 volumes                                        Wotakoi: Love is Hard for Otaku
S22084       9 vols     0 state chapters  NO      nothing ranged                                               Wounded Man
S22126       8 vols     0 state chapters  NO      nothing ranged                                               X
S22639       3 vols     0 state chapters  NO      nothing ranged                                               Yagyu Ninja Scrolls
S22641       1 vols     1 state chapters  LADDER  single volume                                                Yaketpachi's Maria
S22661      11 vols    11 state chapters  LADDER  c1-c111 over 11 volumes                                      Yokai Girls
S22664      15 vols    15 state chapters  LADDER  c1-c104 over 15 volumes                                      Yotsuba&!
S22727      11 vols    11 state chapters  LADDER  c1-c44 over 11 volumes                                       Your Lie in April
S22734      26 vols     7 state chapters  LADDER  c1-c39 over 7 volumes                                        Yozakura Quartet
S22737       7 vols     0 state chapters  NO      nothing ranged                                               Yu-Gi-Oh!
S22738       7 vols     7 state chapters  LADDER  c1-c45 over 7 volumes                                        Yu-Gi-Oh! Arc-V
S22739      19 vols     0 state chapters  NO      nothing ranged                                               YuYu Hakusho
S22785       6 vols     0 state chapters  NO      nothing ranged                                               Zero
S22809       2 vols     0 state chapters  NO      nothing ranged                                               Zombie Makeout Club
S22940       3 vols     3 state chapters  LADDER  c1-c19 over 3 volumes                                        ne0;lation
S22945       5 vols     5 state chapters  LADDER  c1-c22 over 5 volumes                                        orange
S22946       1 vols     0 state chapters  NO      nothing ranged                                               orange -future
S22947       1 vols     1 state chapters  LADDER  single volume                                                Orange -To You, Dear One-
S22962      37 vols    31 state chapters  LADDER  c1-c320 over 31 volumes                                      Vagabond
S22969       4 vols     2 state chapters  LADDER  c1-c6 over 2 volumes                                         Your Name.
S23014      18 vols    18 state chapters  LADDER  c1-c60 over 18 volumes                                       Alice in Borderland
S23093      20 vols    11 state chapters  LADDER  c19-c150 over 11 volumes                                     Billy Bat
S23118      31 vols    31 state chapters  LADDER  c0-c206 over 31 volumes                                      Blade of the Immortal
S23597      17 vols    15 state chapters  LADDER  c1-c170 over 15 volumes                                      Kokou no Hito
S23599       1 vols     1 state chapters  LADDER  single volume                                                Kouishou Rajio
S23754       7 vols     7 state chapters  NO      volume order and chapter order disagree, first at Oishinbo v Oishinbo
S23759      10 vols    10 state chapters  LADDER  c93-c104 over 10 volumes                                     Onepunch-man
S24303      20 vols    10 state chapters  LADDER  c1-c54 over 10 volumes                                       Samurai Executioner
S28878      10 vols     8 state chapters  LADDER  c15-c86 over 8 volumes                                       Is it wrong to try to pick up girls in a
S34757       9 vols     8 state chapters  LADDER  c1-c59 over 8 volumes                                        Gintama
S34843       2 vols     0 state chapters  NO      nothing ranged                                               Spirit of Wonder
S35316       8 vols     8 state chapters  LADDER  c1-c60 over 8 volumes                                        Goblin Slayer
S47607       1 vols     1 state chapters  LADDER  single volume                                                Goblin Slayer - A Day in the Life
S47609       4 vols     4 state chapters  LADDER  c1-c19 over 4 volumes                                        Goblin Slayer Side Story II - Dai Katana
S57289      34 vols    12 state chapters  NO      volume order and chapter order disagree, first at JoJo's Biz JoJo's Bizarre Adventure
S64207      74 vols    33 state chapters  LADDER  c1-c364 over 33 volumes                                      BERSERK (2004)
S64260       4 vols     4 state chapters  LADDER  c287-c324 over 4 volumes                                     Berserk
S64737      19 vols     1 state chapters  LADDER  single volume                                                Fushigi Yûgi
S64960      51 vols    51 state chapters  NO      volume order and chapter order disagree, first at Initial D  Initial D
S65411       7 vols     0 state chapters  NO      nothing ranged                                               Phoenix (1973)
S65412       5 vols     0 state chapters  NO      nothing ranged                                               Phoenix
S66463      10 vols    10 state chapters  LADDER  c1-c60 over 10 volumes                                       Ikigami The Ultimate Limit
S67392       7 vols     7 state chapters  LADDER  c1-c34 over 7 volumes                                        Magus of the Library
S73842       5 vols     5 state chapters  LADDER  c1-c80 over 5 volumes                                        Blue Giant
S73843       2 vols     2 state chapters  LADDER  c1-c11 over 2 volumes                                        Emerging
S73844       2 vols     2 state chapters  LADDER  c1-c28 over 2 volumes                                        Orb - On the Movements of the Earth
S94533      15 vols    15 state chapters  LADDER  c1-c135 over 15 volumes                                      Fairy Tail - 100 Years Quest
S94534       3 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail - Blue Mistral
S94535       4 vols     4 state chapters  LADDER  c1-c45 over 4 volumes                                        Fairy Tail - City Hero
S94536       1 vols     1 state chapters  LADDER  single volume                                                Fairy Tail - Happy's Heroic Adventure
S94537       2 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail - Ice Trail
S94538       1 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail - Rhodonite
S94539       1 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail - Twin Dragons of Saber Tooth
S94540       1 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail S
S94541       1 vols     0 state chapters  NO      nothing ranged                                               Fairy Tail Zero
