# arcade-merge-cards reviewed pairs — generated 2026-08-19
# system	srcCollapseKey	dstCollapseKey	signals	# srcTitle => dstTitle
nds	supervivientes	survivor	lb-alias	# Supervivientes => Survivor
nds	survivalkidslostinblue2	lostinblue2	lb-alias	# Survival Kids - Lost in Blue 2 => Lost In Blue 2
nds	sweet16	imaginesweet16	lb-alias	# Sweet 16 => Imagine - Sweet 16
nds	tamagotchiconnexioncornershop	tamagotchiconnectioncornershop	lb-alias	# Tamagotchi Connexion - Corner Shop => Tamagotchi Connection - Corner Shop
nds	tamagotchiconnexioncornershop2	tamagotchiconnectioncornershop2	lb-alias	# Tamagotchi Connexion - Corner Shop 2 => Tamagotchi Connection - Corner Shop 2
nds	tamagotchiconnexioncornershop3	tamagotchiconnectioncornershop3	lb-alias	# Tamagotchi Connexion - Corner Shop 3 => Tamagotchi Connection - Corner Shop 3
nds	tamagotchinopuchipuchiomisecchi	tamagotchiconnectioncornershop	lb-alias	# Tamagotchi no PuchiPuchi Omisecchi => Tamagotchi Connection - Corner Shop
nds	taomamononotoutomahounotamago	taosadventurecurseofdemonseal	lb-alias	# Tao - Mamono no Tou to Mahou no Tamago => Tao's Adventure - Curse of the Demon Seal
nds	tashitentashite10nisurumonogatari	make10journeyofnumbers	lb-alias	# Tashiten - Tashite 10 ni Suru Monogatari => Make 10 - A Journey of Numbers
nds	tenchudarkshadow	tenchudarksecret	lb-alias	# Tenchu Dark Shadow => Tenchu Dark Secret
nds	tetrispartypremium	tetrispartydeluxe	lb-alias	# Tetris Party Premium => Tetris Party Deluxe
nds	thinksenses	thinktrainyoursenses	lb-alias	# Think - Senses => Think - Train Your Senses
nds	thinksmartpowerupyourbrain	thinktrainyourbrainlogictrainer	lb-alias	# ThinkSMART - Power up your Brain! => Think - Train Your Brain - Logic Trainer
nds	tierbabysmeinegrossetierpension	puppyluvspaandresort	lb-alias	# Tierbabys - Meine Grosse Tierpension => Puppy Luv - Spa and Resort
nds	timehollowubawaretakakowomotomete	timehollow	ra	# Time Hollow - Ubawareta Kako wo Motomete => Time Hollow
nds	tintenherz	inkheart	lb-alias	# Tintenherz => Inkheart
nds	tmntteenagemutantninjaturtles	tmnt	lb-alias	# TMNT - Teenage Mutant Ninja Turtles => TMNT
nds	toobo	zubo	lb-alias	# Toobo => Zubo
nds	touchbombermanland	bombermanlandtouch	lb-alias	# Touch! Bomberman Land => Bomberman Land Touch!
nds	touchdetaikyakuyawarakasensha	squishytank	lb-alias	# Touch de Taikyaku! Yawaraka Sensha => Squishy Tank
nds	touchdetectiveii	touchdetective2andhalf	ra	# Touch Detective II => Touch Detective 2 and a Half
nds	touchgameparty	newtouchpartygame	lb-alias	# Touch Game Party => New Touch Party Game
nds	touchkirbysmagicpaintbrush	kirbycanvascurse	lb-alias	# Touch! Kirby's Magic Paintbrush => Kirby - Canvas Curse
nds	toyshoptycoon	toyshop	lb-alias	# Toy Shop Tycoon => Toy Shop
nds	transformerskampfumcybertronautobots	transformerswarforcybertronautobots	lb-alias	# Transformers - Kampf um Cybertron - Autobots => Transformers War for Cybertron - Autobots
nds	tsunagetepipemania	pipemania	lb-alias	# Tsunagete! Pipe Mania => Pipe Mania
nds	tusamigosdedisney	disneyfriends	lb-alias	# Tus Amigos de Disney => Disney Friends
nds	unoukaitenmatchboupuzzleds	matchstick	lb-alias	# Unou Kaiten - Match-Bou Puzzle DS => Matchstick
nds	vecinosinvasores	overhedge	lb-alias	# Vecinos Invasores => Over the Hedge
nds	veronicapoker	pokerdomepokermasternolimittexasholdempoker	lb-alias	# Veronica Poker => PokerDome Poker Master - No Limit Texas Hold'em Poker
nds	viewtifuljoescratch	viewtifuljoedoubletrouble	lb-alias	# Viewtiful Joe - Scratch! => Viewtiful Joe - Double Trouble!
nds	virtualvillagersnewhome	virtualvillagers	igdb	# Virtual Villagers - A New Home => Virtual Villagers
nds	watashinopony	ponyfriends	lb-alias	# Watashi no Pony => Pony Friends
nds	wifitaiousekainodaredemoasobitaizen	clubhousegames	lb-alias	# Wi-Fi Taiou - Sekai no Daredemo Asobi Taizen => Club House Games
nds	wordacademy	wordfish	lb-alias	# Word Academy => Wordfish
nds	worldchampionshipsportssummer	bigleaguesportssummer	lb-alias	# World Championship Sports - Summer => Big League Sports - Summer
nds	worlddestructionmichibikareshiishi	sandsofdestruction	lb-alias	# World Destruction - Michibikareshi Ishi => Sands of Destruction
nds	wwesmackdownvsraw2008featuringecw	wwesmackdownvsraw2008	lb-alias	# WWE SmackDown! vs. Raw 2008 featuring ECW => WWE SmackDown! vs. Raw 2008
nds	yawarakaatamajuku	bigbrainacademy	lb-alias	# Yawaraka Atama Juku => Big Brain Academy
nds	yetiquestcrazypenguins	jewellinkarcticquest	lb-alias	# Yeti Quest - Crazy Penguins => Jewel Link - Arctic Quest
nds	yugiohduelmonstersworldchampionship2007	yugiohworldchampionship2007	lb-alias	# Yu-Gi-Oh! Duel Monsters World Championship 2007 => Yu-Gi-Oh! World Championship 2007
nds	yugiohduelmonstersworldchampionship2008	yugiohworldchampionship2008	lb-alias	# Yu-Gi-Oh! Duel Monsters - World Championship 2008 => Yu-Gi-Oh! World Championship 2008
nds	zaidanhoujinnihonkanjinouryokukenteikyoukaikouninkankends	zaidanhoujinnipponkanjinouryokukenteikyoukaikouninkankends	lb-alias	# Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kounin - Kanken DS => Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin - KanKen DS
nds	zeldanodensetsudaichinokiteki	legendofzeldaspirittracks	lb-alias	# Zelda no Densetsu - Daichi no Kiteki => The Legend of Zelda - Spirit Tracks
nds	zeldanodensetsumugennosunadokei	legendofzeldaphantomhourglass	lb-alias	# Zelda no Densetsu - Mugen no Sunadokei => The Legend Of Zelda - Phantom Hourglass
nds	zhuzhuprincess	magicalzhuzhuprincesscarriagesandcastles	lb-alias	# Zhu Zhu Princess => Magical ZhuZhu Princess - Carriages & Castles
nes	2010streetfighter	streetfighter2010finalfight	lb-alias,ra	# 2010 - Street Fighter => Street Fighter 2010 - The Final Fight
nes	abadox	abadoxdeadlyinnerwar	igdb,lb-alias,ra	# Abadox => Abadox - The Deadly Inner War
nes	actioninnewyork	sctspecialcyberneticattackteam	lb-alias	# Action in New York => S.C.A.T. - Special Cybernetic Attack Team
nes	addamsfamilyunclefestersquest	festersquest	lb-alias	# Addams Family, The - Uncle Fester's Quest => Fester's Quest
nes	adventureislandpartii	adventureislandii	lb-alias	# The Adventure Island Part II => Adventure Island II
nes	akumanoshoutaijou	uninvited	lb-alias	# Akuma no Shoutaijou => Uninvited
nes	aokiookamitoshirokimejikagenghiskhan	genghiskhan	lb-alias	# Aoki Ookami to Shiroki Mejika - Genghis Khan => Genghis Khan
nes	arabiandreamscheherazade	magicofscheherazade	lb-alias	# Arabian Dream Scheherazade => The Magic of Scheherazade
nes	argosnosenshi	rygar	lb-alias,ra	# Argos no Senshi => Rygar
nes	asoarmoredscrumobject	alphamission	lb-alias	# ASO - Armored Scrum Object => Alpha Mission
nes	avpachislot	hotslots	lb-alias	# AV Pachi-Slot => Hot Slots
nes	avsoccer	ultimateleaguesoccer	lb-alias	# AV Soccer => Ultimate League Soccer
nes	banananoujinodaibouken	bananaprince	lb-alias,ra	# Bananan Ouji no Daibouken => Banana Prince
nes	bardstaletalesofunknown	bardstale	lb-alias	# Bard's Tale, The - Tales of the Unknown => The Bard's Tale
nes	baseballstarmezasesankanou	baseballstars	lb-alias	# Baseball Star - Mezase Sankanou!! => Baseball Stars
nes	bashibazookmorphoidmasher	biosenshidanincreasertonotatakai	lb-alias	# Bashi Bazook - Morphoid Masher => Bio Senshi Dan - Increaser Tono Tatakai
nes	battleformula	superspyhunter	lb-alias	# Battle Formula => Super Spy Hunter
nes	bestplayproyakyuushindata	bestplayproyakyuu	lb-alias	# Best Play Pro Yakyuu - Shin Data => Best Play Pro Yakyuu
nes	bikkurinekketsushinkirokuharukanarukinmedal	crashnboysstreetchallenge	lb-alias	# Bikkuri Nekketsu Shin Kiroku! - Harukanaru Kin Medal => Crash 'n' the Boys - Street Challenge
nes	binguo75	bingo75	lb-alias	# BinGuo 75 => Bingo 75
nes	blueshadow	shadowofninja	lb-alias	# Blue Shadow => Shadow of the Ninja
nes	bomberking	robowarrior	lb-alias,ra	# Bomber King => Robo Warrior
nes	brushroller	bookyman	lb-alias	# Brush Roller => Booky Man
nes	buggypopper	bumpnjump	lb-alias	# Buggy Popper => Bump'n'Jump
nes	bugsbunnyblowout	bugsbunnybirthdayblowout	lb-alias	# The Bugs Bunny Blowout => The Bugs Bunny Birthday Blowout
nes	bugsbunnyfunhouse	bugsbunnycrazycastle	lb-alias	# Bugs Bunny Fun House => The Bugs Bunny Crazy Castle
nes	capcombarcelona92	capcomsgoldmedalchallenge92	lb-alias,ra	# Capcom Barcelona '92 => Capcom's Gold Medal Challenge '92
nes	castleexcellent	castlequest	lb-alias	# Castle Excellent => Castle Quest
nes	chevaliersduzodiaqueleslalegendedor	saintseiyaougondensetsu	lb-alias	# Chevaliers du Zodiaque, Les - La Legende d'Or => Saint Seiya - Ougon Densetsu
nes	chinesekungfu	challengeofdragon	lb-alias	# Chinese KungFu => Challenge of the Dragon
nes	chiptodalenodaisakusen	chipndalerescuerangers	ra	# Chip to Dale no Daisakusen => Chip 'n Dale - Rescue Rangers
nes	chiptodalenodaisakusen2	chipndalerescuerangers2	lb-alias,ra	# Chip to Dale no Daisakusen 2 => Chip 'n Dale - Rescue Rangers 2
nes	chiteisenkuuvazolder	wurmjourneytocenterofearth	lb-alias,ra	# Chitei Senkuu Vazolder => Wurm - Journey to the Center of the Earth!
nes	choujinrousenkiwarwolf	werewolflastwarrior	lb-alias	# Choujinrou Senki Warwolf => Werewolf - The Last Warrior
nes	chouwakuseisenkimetafight	blastermaster	lb-alias	# Chou-Wakusei Senki - MetaFight => Blaster Master
nes	colorfuldragon	tagindragon	lb-alias	# Colorful Dragon => Tagin' Dragon
nes	cosmogenesis	starvoyager	lb-alias	# Cosmo Genesis => Star Voyager
nes	daoshuai	masterchuanddrunkardhu	lb-alias	# Dao Shuai => Master Chu and the Drunkard Hu
nes	dashyarou	rallybike	lb-alias	# Dash Yarou => Rally Bike
nes	datachcrayonshinchanoratopoipoi	crayonshinchanoratopoipoi	lb-alias	# Datach - Crayon Shin-chan - Ora to Poi Poi => Crayon Shin-chan - Ora to Poi Poi
nes	deadfox	codenameviper	lb-alias,ra	# Dead Fox => Code Name - Viper
nes	dejavuakumuwahontouniyattekita	dejavu	ra	# Deja Vu - Akumu wa Hontou ni Yatte Kita => Deja Vu
nes	dengekibigbang	clashatdemonhead	lb-alias,ra	# Dengeki - Big Bang! => Clash at Demonhead
nes	densetsunokishielrond	wizardsandwarriors	lb-alias	# Densetsu no Kishi - Elrond => Wizards & Warriors
nes	digdugii	digdugiitroubleinparadise	igdb,lb-alias,ra	# Dig Dug II => Dig Dug II - Trouble in Paradise
nes	diggerlegendoflostcity	diggertrocklegendoflostcity	lb-alias,ra	# Digger - The Legend of the Lost City => Digger T. Rock - The Legend of the Lost City
nes	donkeykongjrnosansuuasobi	donkeykongjrmath	lb-alias,ra	# Donkey Kong Jr. no Sansuu Asobi => Donkey Kong Jr. Math
nes	doubledragonsousetsuryuu	doubledragon	lb-alias	# Double Dragon - Sou Setsu Ryuu => Double Dragon
nes	dragonballshenlongnonazo	dragonpower	lb-alias	# Dragon Ball - Shen Long no Nazo => Dragon Power
nes	dragonquestiiakuryounokamigami	dragonwarriorii	lb-alias,ra	# Dragon Quest II - Akuryou no Kamigami => Dragon Warrior II
nes	dragonquestiiisoshitedensetsue	dragonwarrioriii	lb-alias,ra	# Dragon Quest III - Soshite Densetsu e... => Dragon Warrior III
nes	dragonquestivmichibikareshimonotachi	dragonwarrioriv	lb-alias,ra	# Dragon Quest IV - Michibikareshi Monotachi => Dragon Warrior IV
nes	dragonspiritaratanarudensetsu	dragonspiritnewlegend	lb-alias,ra	# Dragon Spirit - Aratanaru Densetsu => Dragon Spirit - The New Legend
nes	dragonunit	castleofdragon	lb-alias	# Dragon Unit => Castle of Dragon
nes	dungeonandmagicswordsofelement	dungeonmagicswordofelements	lb-alias	# Dungeon & Magic - Swords of Element => Dungeon Magic - Sword of the Elements
nes	dynamitebatman	batmanreturnofjoker	lb-alias,ra	# Dynamite Batman => Batman - Return of the Joker
nes	excitingrallyworldrallychampionship	championshiprally	lb-alias	# Exciting Rally - World Rally Championship => Championship Rally
nes	f1sensation	formula1sensation	lb-alias	# F-1 Sensation => Formula 1 Sensation
nes	familyblock	thunderandlightning	lb-alias	# Family Block => Thunder & Lightning
nes	familypinball	rocknball	lb-alias	# Family Pinball => Rock 'n' Ball
nes	fariafuuinnotsurugi	fariaworldofmysteryanddanger	lb-alias	# Faria - Fuuin no Tsurugi => Faria - A World of Mystery & Danger!
nes	fcgenjinfreakthoropuscomputerus	bonksadventure	lb-alias	# FC Genjin - Freakthoropus Computerus => Bonk's Adventure
nes	ferrari	ferrarigrandprixchallenge	igdb,lb-alias	# Ferrari => Ferrari Grand Prix Challenge
nes	fourplayerstennis	chrisevertandivanlendlintopplayerstennis	lb-alias	# Four Players' Tennis => Chris Evert & Ivan Lendl in Top Players' Tennis
nes	fushiginablobbyblobanianokiki	davidcranesboyandhisblobtroubleonblobolonia	lb-alias	# Fushigi na Blobby - Blobania no Kiki => David Crane's A Boy and His Blob - Trouble on Blobolonia
nes	gegegenokitarouyoukaidaimakyou	ninjakid	lb-alias	# Gegege no Kitarou - Youkai Daimakyou => Ninja Kid
nes	gekikameninjaden	teenagemutantninjaturtles	lb-alias	# Gekikame Ninja Den => Teenage Mutant Ninja Turtles
nes	gekitouprowrestlingtoukondensetsu	tecmoworldwrestling	lb-alias	# Gekitou Pro Wrestling!! - Toukon Densetsu => Tecmo World Wrestling
nes	gekitoustadium	badnewsbaseball	lb-alias	# Gekitou Stadium!! => Bad News Baseball
nes	gijoerealamericanheroatlantisfactor	gijoeatlantisfactor	lb-alias	# G.I. Joe - A Real American Hero - The Atlantis Factor => G.I. Joe - The Atlantis Factor
nes	godslayerharukatenkuunosonata	crystalis	lb-alias	# God Slayer - Haruka Tenkuu no Sonata => Crystalis
nes	golgo13daiisshoukamigaminotasogare	golgo13topsecretepisode	lb-alias,ra	# Golgo 13 - Daiisshou - Kamigami no Tasogare => Golgo 13 - Top Secret Episode
nes	goonies2fratellisaigonochousen	gooniesii	lb-alias,ra	# Goonies 2 - Fratelli Saigo no Chousen => The Goonies II
nes	greattank	irontankinvasionofnormandy	lb-alias,ra	# Great Tank => Iron Tank - The Invasion of Normandy
nes	gremlin2shinshutanjou	gremlins2newbatch	lb-alias	# Gremlin 2 - Shinshu Tanjou => Gremlins 2 - The New Batch
nes	guardicgaiden	guardianlegend	lb-alias,ra	# Guardic Gaiden => The Guardian Legend
nes	guevara	guerrillawar	lb-alias,ra	# Guevara => Guerrilla War
nes	gundec	viceprojectdoom	lb-alias	# Gun-Dec => Vice - Project Doom
nes	gunsight	laserinvasion	lb-alias	# Gun Sight => Laser Invasion
nes	happybirthdaybugs	bugsbunnybirthdayblowout	lb-alias	# Happy Birthday Bugs => The Bugs Bunny Birthday Blowout
nes	highwaystar	radracer	lb-alias,ra	# Highway Star => Rad Racer
nes	hiryuunokenouginosho	flyingdragonsecretscroll	lb-alias	# Hiryuu no Ken - Ougi no Sho => Flying Dragon - The Secret Scroll
nes	hoshinokirbyyumenoizuminomonogatari	kirbysadventure	lb-alias,ra	# Hoshi no Kirby - Yume no Izumi no Monogatari => Kirby's Adventure
nes	hostagesembassymission	rescueembassymission	lb-alias	# Hostages - The Embassy Mission => Rescue - The Embassy Mission
nes	hudsonsadventureisland	adventureislandclassic	lb-alias,ra	# Hudson's Adventure Island => Adventure Island Classic
nes	hydlidespecial	hydlide	igdb,lb-alias,ra	# Hydlide Special => Hydlide
nes	idolshisenmahjong	tilesoffate	lb-alias	# Idol Shisen Mahjong => Tiles of Fate
nes	ikariiidogosoken	ikariwarriorsiivictoryroad	lb-alias	# Ikari II - Dogosoken => Ikari Warriors II - Victory Road
nes	ikariiii	ikariiiirescue	igdb,lb-alias,ra	# Ikari III => Ikari III - The Rescue
nes	jackiechan	jackiechansactionkungfu	igdb,lb-alias,ra	# Jackie Chan => Jackie Chan's Action Kung Fu
nes	jigokugokurakumaru	kabukiquantumfighter	lb-alias	# Jigoku Gokuraku Maru => Kabuki - Quantum Fighter
nes	jingwokseichuensaang	tilesoffate	lb-alias	# Jin Gwok Sei Chuen Saang => Tiles of Fate
nes	jujudensetsu	toki	lb-alias	# JuJu Densetsu => Toki
nes	juuryokusoukoumetalstorm	metalstorm	lb-alias,ra	# Juuryoku Soukou Metal Storm => Metal Storm
nes	kagenodensetsu	legendofkage	lb-alias	# Kage no Densetsu => The Legend of Kage
nes	kaiketsuyanchamaru	kidnikiradicalninja	lb-alias,ra	# Kaiketsu Yancha Maru => Kid Niki - Radical Ninja
nes	kinnikumanmuscletagmatch	muscletagteammatch	lb-alias,ra	# Kinnikuman - Muscle Tag Match => M.U.S.C.L.E. - Tag Team Match
nes	lifeforcesalamander	lifeforce	lb-alias	# Life Force - Salamander => Life Force
nes	littlemermaid	littlemermaidningyohime	lb-alias,ra	# The Little Mermaid => Little Mermaid - Ningyo Hime
nes	littleredhoodxiaohongmao	littleredhood	igdb,lb-alias,ra	# Little Red Hood - Xiao Hong Mao => Little Red Hood
nes	lordofking	astyanax	lb-alias	# The Lord of King => Astyanax
nes	magicblock	bloquemagicoel	lb-alias	# Magic Block => Bloque Magico, El
nes	mahjongblock	kazamajuntoasamayuukonoavdragonmahjong	lb-alias	# Mahjong Block => Kazama Jun to Asama Yuuko no AV Dragon Mahjong
nes	mahjongtrapsicuanmaque	shisenmahjongseifukuhen	lb-alias	# Mahjong Trap - Si Cuan Ma Que => Shisen Mahjong - Seifuku Hen
nes	makaiisland	higemarumakaijimananatsunoshimadaibouken	lb-alias	# Makai Island => Higemaru - Makai-jima - Nanatsu no Shima Daibouken
nes	marioandyoshi	yoshi	lb-alias	# Mario & Yoshi => Yoshi
nes	marioopengolf	nesopentournamentgolf	lb-alias	# Mario Open Golf => NES Open Tournament Golf
nes	maxi15pack	maxi15	lb-alias	# Maxi-15 Pack => Maxi 15
nes	maxwarriorwakuseikaigenrei	isolatedwarrior	lb-alias	# Max Warrior - Wakusei Kaigenrei => Isolated Warrior
nes	meikyuujima	kicklecubicle	lb-alias	# Meikyuu-jima => Kickle Cubicle
nes	meikyuukumikyokumilonnodaibouken	milonssecretcastle	lb-alias,ra	# Meikyuu Kumikyoku - Milon no Daibouken => Milon's Secret Castle
nes	metalfightermu	metalfighter	lb-alias	# Metal Fighter Mu => Metal Fighter
nes	metalflamepsybuster	metalmechmanandmachine	lb-alias	# Metal Flame Psybuster => Metal Mech - Man & Machine
nes	mickeymousefushiginokuninodaibouken	mickeymousecapade	lb-alias	# Mickey Mouse - Fushigi no Kuni no Daibouken => Mickey Mousecapade
nes	mightandmagicbookonesecretofinnersanctum	mightandmagicsecretofinnersanctum	lb-alias	# Might and Magic - Book One - Secret of the Inner Sanctum => Might & Magic - Secret of the Inner Sanctum
nes	millipedekyodaikonchuunogyakushuu	millipede	lb-alias	# Millipede - Kyodai Konchuu no Gyakushuu => Millipede
nes	moerojuniorbaskettwoontwo	hoops	lb-alias	# Moero!! Junior Basket - Two on Two => Hoops
nes	moeroprosoccer	goal	lb-alias	# Moero!! Pro Soccer => Goal!
nes	moeroprotennis	racketattack	lb-alias	# Moero!! Pro Tennis => Racket Attack
nes	moerotwinbeecinnamonhakaseosukue	stinger	lb-alias	# Moero TwinBee - Cinnamon Hakase o Sukue! => Stinger
nes	moeruoniisan	circuscaper	lb-alias	# Moeru! Oniisan => Circus Caper
nes	newyorknyankies	rockinkats	lb-alias	# New York Nyankies => Rockin' Kats
nes	nigelmansellsworldchampionshipchallenge	nigelmansellsworldchampionshipracing	lb-alias	# Nigel Mansell's World Championship Challenge => Nigel Mansell's World Championship Racing
nes	ninjacrusadersryuuga	ninjacrusaders	igdb,lb-alias	# Ninja Crusaders - Ryuuga => Ninja Crusaders
nes	ninjagaidenepisodeiidarkswordofchaos	ninjagaideniidarkswordofchaos	lb-alias	# Ninja Gaiden - Episode II - The Dark Sword of Chaos => Ninja Gaiden II - The Dark Sword of Chaos
nes	ninjaryuukenden	ninjagaiden	lb-alias,ra	# Ninja Ryuuken Den => Ninja Gaiden
nes	ninjaryuukendeniiankokunojashinken	ninjagaideniidarkswordofchaos	lb-alias,ra	# Ninja Ryuuken Den II - Ankoku no Jashin Ken => Ninja Gaiden II - The Dark Sword of Chaos
nes	ninjaryuukendeniiiyominohakobune	ninjagaideniiiancientshipofdoom	lb-alias	# Ninja Ryuuken Den III - Yomi no Hakobune => Ninja Gaiden III - The Ancient Ship of Doom
nes	northandsouthwakuwakunanbokusensou	northandsouth	lb-alias	# North & South - Wakuwaku Nanboku Sensou => North & South
nes	obakenoqtarouwanwanpanic	chubbycherub	lb-alias	# Obake no Q Tarou - Wanwan Panic => Chubby Cherub
nes	olympusnotatakai	battleofolympus	lb-alias	# Olympus no Tatakai => The Battle of Olympus
nes	pajamaheronemo	littlenemodreammaster	lb-alias,ra	# Pajama Hero - Nemo => Little Nemo - The Dream Master
nes	papillongals	galacticcrusader	lb-alias	# Papillon Gals => Galactic Crusader
nes	parodiusda	parodius	igdb,lb-alias,ra	# Parodius Da! => Parodius
nes	pukejingling	peekboopoker	lb-alias	# Pu Ke Jing Ling => Peek-A-Boo Poker
nes	pyramidcleopatrakikiippatsu	pyramid	lb-alias	# Pyramid - Cleopatra Kikiippatsu => Pyramid
nes	rafworld	journeytosilius	lb-alias,ra	# Raf World => Journey to Silius
nes	redarremerii	gargoylesquestii	lb-alias	# Red Arremer II => Gargoyle's Quest II
nes	rockman3drwilynosaigo	megaman3	lb-alias	# Rockman 3 - Dr. Wily no Saigo! => Mega Man 3
nes	rockman4aratanaruyabou	megaman4	lb-alias,ra	# Rockman 4 - Aratanaru Yabou!! => Mega Man 4
nes	rockman5bluesnowana	megaman5	lb-alias,ra	# Rockman 5 - Blues no Wana! => Mega Man 5
nes	rockman6shijousaidainotatakai	megaman6	lb-alias,ra	# Rockman 6 - Shijou Saidai no Tatakai!! => Mega Man 6
nes	rodlandfeaturingritandtam	rodland	lb-alias	# Rod Land featuring Rit and Tam => Rod Land
nes	saladnokuninotomatohime	princesstomatoinsaladkingdom	lb-alias	# Salad no Kuni no Tomato Hime => Princess Tomato in Salad Kingdom
nes	seireidensetsulickle	littlesamson	lb-alias,ra	# Seirei Densetsu Lickle => Little Samson
nes	senjounoookami	commando	lb-alias,ra	# Senjou no Ookami => Commando
nes	senshasenryakusabakunokitsune	desertcommander	lb-alias	# Sensha Senryaku - Sabaku no Kitsune => Desert Commander
nes	shadowwarriorsiininjagaidenii	ninjagaideniidarkswordofchaos	lb-alias	# Shadow Warriors II - Ninja Gaiden II => Ninja Gaiden II - The Dark Sword of Chaos
nes	shinjinruinewtype	adventuresofdinoriki	lb-alias	# Shin Jinrui - The New Type => Adventures of Dino Riki
nes	shuiguoli	jackpot	lb-alias	# Shui Guo Li => Jackpot
nes	snowboardchallenge	heavyshreddin	lb-alias	# Snowboard Challenge => Heavy Shreddin'
nes	soappanic	bubblebathbabes	lb-alias	# Soap Panic => Bubble Bath Babes
nes	sousetsuryuuiiirosettastone	doubledragoniiisacredstones	lb-alias,ra	# Sou Setsu Ryuu III - The Rosetta Stone => Double Dragon III - The Sacred Stones
nes	sousetsuryuuiirevenge	doubledragoniirevenge	lb-alias	# Sou Setsu Ryuu II - The Revenge => Double Dragon II - The Revenge
nes	striderhiryu	strider	igdb	# Strider Hiryu => Strider
nes	superstarprowrestling	wcwworldchampionshipwrestling	lb-alias	# Superstar Pro Wrestling => WCW World Championship Wrestling
nes	taitobasketball	ultimatebasketball	lb-alias	# Taito Basketball => Ultimate Basketball
nes	takahashimeijinnoboukenjima	adventureislandclassic	lb-alias,ra	# Takahashi Meijin no Bouken-jima => Adventure Island Classic
nes	takahashimeijinnoboukenjimaii	adventureislandii	lb-alias,ra	# Takahashi Meijin no Bouken-jima II => Adventure Island II
nes	takahashimeijinnoboukenjimaiii	adventureisland3	lb-alias,ra	# Takahashi Meijin no Bouken-jima III => Adventure Island 3
nes	tatakainobanka	trojan	lb-alias,ra	# Tatakai no Banka => Trojan
nes	teenagemutantheroturtles	teenagemutantninjaturtles	lb-alias	# Teenage Mutant Hero Turtles => Teenage Mutant Ninja Turtles
nes	teenagemutantheroturtlesiiarcadegame	teenagemutantninjaturtlesiiarcadegame	lb-alias,ra	# Teenage Mutant Hero Turtles II - The Arcade Game => Teenage Mutant Ninja Turtles II - The Arcade Game
nes	teenagemutantheroturtlestournamentfighters	teenagemutantninjaturtlestournamentfighters	lb-alias,ra	# Teenage Mutant Hero Turtles - Tournament Fighters => Teenage Mutant Ninja Turtles - Tournament Fighters
nes	tenchiokurau	destinyofemperor	lb-alias	# Tenchi o Kurau => Destiny of an Emperor
nes	terminator2	terminator2judgmentday	igdb,lb-alias,ra	# Terminator 2 => Terminator 2 - Judgment Day
nes	thunderwarrior	glukthunderwarrior	lb-alias	# Thunder Warrior => Gluk the Thunder Warrior
nes	tinytoonadventures2montanalandeyoukoso	tinytoonadventures2troubleinwackyland	lb-alias,ra	# Tiny Toon Adventures 2 - Montana Land e Youkoso => Tiny Toon Adventures 2 - Trouble in Wackyland
nes	topgundualfighters	topgunsecondmission	lb-alias	# Top Gun - Dual Fighters => Top Gun - The Second Mission
nes	totsuzenmacchoman	amagon	lb-alias	# Totsuzen! Macchoman => Amagon
nes	towerofradia	radiasenkireimeihen	lb-alias	# Tower of Radia => Radia Senki - Reimei Hen
nes	turboracing	alunserjrturboracing	lb-alias	# Turbo Racing => Al Unser Jr. Turbo Racing
nes	ultimaseijaenomichi	ultimaquestofavatar	lb-alias	# Ultima - Seija e no Michi => Ultima - Quest of the Avatar
nes	usaicehockeyinfc	prosporthockey	lb-alias	# USA Ice Hockey in FC => Pro Sport Hockey
nes	vivalasvegas	vegasdream	lb-alias	# Viva! Las Vegas => Vegas Dream
nes	westernkids	cowboykid	lb-alias	# Western Kids => Cowboy Kid
nes	whiteliondensetsupyramidnokanatani	ghostlion	lb-alias	# White Lion Densetsu - Pyramid no Kanata ni => Ghost Lion
nes	wingofmadoola	madoolanotsubasa	lb-alias	# The Wing of Madoola => Madoola no Tsubasa
nes	worldchampsuperboxinggreatfight	greatboxingrushup	lb-alias	# World Champ - Super Boxing Great Fight => Great Boxing - Rush Up
nes	worldgrandprixpoletofinish	alunserjrturboracing	lb-alias	# World Grand-Prix - Pole to Finish => Al Unser Jr. Turbo Racing
nes	worldsupertennis	chrisevertandivanlendlintopplayerstennis	lb-alias	# World Super Tennis => Chris Evert & Ivan Lendl in Top Players' Tennis
nes	xinghezhanshi	xingzhanqingyuan	lb-alias	# Xing He Zhan Shi => Xing Zhan Qing Yuan
nes	xingjizhengba	xingzhanqingyuan	lb-alias	# Xing Ji Zheng Ba => Xing Zhan Qing Yuan
nes	yoshinotamago	yoshi	igdb,lb-alias	# Yoshi no Tamago => Yoshi
nes	youseimonogatarirodland	rodland	lb-alias	# Yousei Monogatari - Rod Land => Rod Land
nes	zenbeiprobasket	allprobasketball	lb-alias	# Zenbei Pro Basket => All-Pro Basketball
ngpc	baseballstars	baseballstarscolor	igdb	# Baseball Stars => Baseball Stars Color
ngpc	puzzlebobblemini	bustmovepocket	lb-alias	# Puzzle Bobble Mini => Bust-A-Move Pocket
ngpc	renketsupuzzletsunageteponcolor	puzzlelink	lb-alias	# Renketsu Puzzle Tsunagete Pon! Color => Puzzle Link
